0;Advanced Microwave Scanning Radiometer-EOS;Earth Remote Sensing Instruments>Passive Remote Sensing>Spectrometers/Radiometers>Imaging Spectrometers/Radiometers
1;Moderate-Resolution Imaging Spectroradiometer;Earth Remote Sensing Instruments>Passive Remote Sensing>Spectrometers/Radiometers>Imaging Spectrometers/Radiometers
2;Earth Observing System;Earth Observation Satellites
36;oceans>ocean Chemistry>carbon
37;oceans>ocean Chemistry>organic Carbon
38;land Surface>erosion/sedimentation>sediments
39;Arabian Sea Late Quaternary Sediment Data
40;FLASKS;In Situ/Laboratory Instruments>Samplers>Bottles/Flasks/Jars
41;Atmospheric CO2 from flask air samples at 10 sites in the SIO air sampling network, from CDIAC/Trends
42;Databases and Simplified Geology for Mineralized Areas, Claims, Mines and Prospects in Colorado
43;MAPS;Maps/Charts/Photographs
44;Digital depth horizon compilations of the Alaskan North Slope and adjacent arctic regions
45;data Analysis And Visualization>calibration/validation>calibration
46;European Gridded and Regional Summer Temperature Reconstructions
47;biosphere>ecosystems>terrestrial Ecosystems>forests
48;Extended Collaboration for Linking Ecophysiology and Forest Productivity (ECOLEAP), Canada
49;PRESSURE SENSORS;In Situ/Laboratory Instruments>Pressure/Height Meters
50;Superconducting  Gravimeter Observatory;In Situ Land-based Platforms
51;GGP - Corrected Minute Data
52;cryosphere>snow/ice>snow/ice Temperature
53;Kathmandu, Nepal Temperature Reconstructions
54;oceans>bathymetry/seafloor Topography>water Depth
55;Late Paleocene Tropical Planktic Foraminifera Evolution Data
56;North Atlantic Mollusc Isotopes
57;MOCNESS Plankton Net;In Situ/Laboratory Instruments>Samplers>Trawls/Nets
58;Northeast Pacific Modern Planktonic Foraminifera Isotope Data
59;Northeast Pacific Uk37 Paleo-Temperatures
60;agriculture>soils>soil Horizons/profile
61;solid Earth>geochemistry>geochemical Properties>chemical Concentrations
62;Regional Geochemical Results from the Analyses of Rock, Soil, and Vegetation Samples-Big Delta B-2 Quadrangle, Alaska
63;agriculture>animal Science>animal Nutrition
64;The Core Historical Literature of Agriculture (CHLA)
65;Advanced Very High Resolution Radiometer;Earth Remote Sensing Instruments>Passive Remote Sensing>Spectrometers/Radiometers>Imaging Spectrometers/Radiometers
66;Multispectral Scanner;Earth Remote Sensing Instruments>Passive Remote Sensing>Spectrometers/Radiometers>Imaging Spectrometers/Radiometers
67;biosphere>vegetation>vegetation Index>normalized Difference Vegetation Index (ndvi)
68;biosphere>vegetation>vegetation Index
69;1 Kilometer Land Cover Product from the University of Maryland
70;NOAA Polar Orbiting Environmental Satellites;Earth Observation Satellites
71;cryosphere>snow/ice>river Ice
72;1 Km Resolution Land Cover Map of Canada
73;SEARCH COIL MAGNETOMETERS;Solar/Space Observing Instruments>Magnetic Field/Electric Field Instruments
74;1-100Hz ULF/ELF Electromagnetic Wave Observation at Syowa Station
75;cryosphere>snow/ice>snow Melt
76;1-km Water Fraction From National Topographic Data Base Maps, Canada
77;FIELD SURVEYS;In Situ Land-based Platforms
78;cryosphere>snow/ice>depth Hoar
79;cryosphere>snow/ice>ice Depth/thickness
80;10 m firn temperature data: LGB traverses 1990-95
81;GPS RECEIVERS;Earth Remote Sensing Instruments>Passive Remote Sensing>Positioning/Navigation>GPS
82;Global Positioning System Satellites;Navigation Platforms
83;10 sec GPS ground tracking data
84;GAS CHROMATOGRAPHS;In Situ/Laboratory Instruments>Chemical Meters/Analyzers
85;10 year trend of levels of organochlorine pollutants in Antarctic seabirds
86;VIDEO CAMERA;Earth Remote Sensing Instruments>Passive Remote Sensing>Photon/Optical Detectors>Cameras
87;FIELD INVESTIGATION;In Situ Land-based Platforms
88;1024 Reindeer herders festival in Eveno-bytantaj region 2010
89;BUOYS;In Situ Ocean-based Platforms
90;oceans>salinity/density>conductivity
91;oceans>aquatic Sciences>fisheries
92;106-Mile Dumpsite Oceanographic Project (Mid Atlantic Bight); Surface Drifters and Hydrographic Measurements; NOAA/NOS
93;oceans>ocean Circulation>buoy Position
94;12-Hourly Interpolated Surface Position from Buoys
95;agriculture>soils>carbon
96;14C of soil CO2 from IPY ITEX Cross Site Comparison
97;STILLING WELL;In Situ/Laboratory Instruments>Recorders/Loggers
98;SURFACE WATER WEIR;In Situ Land-based Platforms
99;15 Minute Stream Flow Data: USGS (FIFE)
100;cryosphere>snow/ice>ice Extent
101;15 year Wilhelm II Land MSA and HOOH shallow ice core record from Mount Brown South (MBS)
102;150 year MSA sea ice proxy record from Law Dome, Antarctica
103;MASS SPECTROMETERS;In Situ/Laboratory Instruments>Spectrometers/Radiometers
104;LABORATORY;In Situ Land-based Platforms
105;17O Excess from WAIS Divide, 0 to 25 ka BP
106;Digital Elevation Model;Models/Analyses
107;18 Second Gridded Digital Elevation Model (DEM), Australian Survey and Land Information Group (AUSLIG)
108;oceans>ocean Waves>tsunamis
109;1946 Unimak Island, USA Images
110;cryosphere>snow/ice>avalanche
111;1970 Huaraz, Peru Images
112;Incorporated Research Institutions for Seismology Network - Global Seismographic Network;In Situ Land-based Platforms
113;1988 Brooks Range Seismic Survey
114;SEISMOGRAPHS;In Situ/Laboratory Instruments>Magnetic/Motion Sensors>Seismometers
115;1988 Spitak Earthquake Database
116;1988/89 Summer season, surveying and mapping program, Mawson - North Prince Charles Mountains - Davis
117;1989 Archean-Proterozoic transition Experiment
118;solid Earth>rocks/minerals/crystals>gas Hydrates>gas Hydrates Physical/optical Properties>reflection
119;1989 Greenland Seismic Survey
120;1990 Beaufort Ambient Seismo-Acoustics Beneath Ice Cover
121;human Dimensions>boundaries>political Divisions>state Boundaries
122;1990 County Boundaries of the United States
123;SEISMOMETERS;In Situ/Laboratory Instruments>Magnetic/Motion Sensors>Seismometers
124;Program for Array Seismic Studies of the Continental Lithosphere;In Situ Land-based Platforms
125;oceans>marine Geophysics>magnetic Anomalies
126;1990 EDGE Experiment off of Virginia Coast
127;1990 PASSCAL/USGS/GSC Brooks Range Seismic Survey
128;AIRGUN ARRAYS;In Situ/Laboratory Instruments>Profilers/Sounders
129;1991 Fogo Island On-Shore Off-Shore Experiment
130;1994 Krafla Undershooting Experiment
131;biosphere>ecosystems>marine Ecosystems>coastal
132;biosphere>ecosystems>anthropogenic/human Influenced Ecosystems>urban Lands>park
133;1995 - 2007 Ecosystem History of South Florida's Estuaries Database version 7
134;land Surface>geomorphic Landforms/processes>tectonic Landforms>graben
135;1995 National Oil and Gas Assessment 1/4-Mile Cells within the Central Coastal Province
136;land Surface>geomorphic Landforms/processes>fluvial Landforms>river
137;1995 National Oil and Gas Assessment 1/4-Mile Cells within the Idaho - Snake River Downwarp Province
138;land Surface>geomorphic Landforms/processes>fluvial Landforms>valley
139;1995 National Oil and Gas Assessment 1/4-Mile Cells within the Los Angeles Basin Province
140;1995 National Oil and Gas Assessment 1/4-Mile Cells within the Uinta - Piceance Basin Province
141;land Surface>geomorphic Landforms/processes>tectonic Landforms>plateau
142;1995 National Oil and Gas Assessment 1/4-Mile Cells within the Western Great Basin Province
143;solid Earth>rocks/minerals/crystals>elements
144;1995 National Oil and Gas Assessment Continuous-Type Plays within the Uinta - Piceance Basin Province
145;1995 National Oil and Gas Assessment Conventional Plays within the Central Alaska Province
146;1995 National Oil and Gas Assessment Conventional Plays within the Central Coastal Province
147;1995 National Oil and Gas Assessment Conventional Plays within the Eastern Great Basin Province
148;1995 National Oil and Gas Assessment Conventional Plays within the Idaho - Snake River Downwarp Province
149;1995 National Oil and Gas Assessment Conventional Plays within the Los Angeles Basin Province
150;1995 National Oil and Gas Assessment Conventional Plays within the San Joaquin Basin Province
151;1995 National Oil and Gas Assessment Conventional Plays within the Santa Maria Basin Province
152;1995 National Oil and Gas Assessment Conventional Plays within the Santa Maria Basin Province - USGS_DDS_P12_conventional
153;1995 National Oil and Gas Assessment Conventional Plays within the Uinta - Piceance Basin Province
154;1995 National Oil and Gas Assessment Conventional Plays within the Ventura Basin Province
155;1995 National Oil and Gas Assessment Conventional Plays within the Western Great Basin Province
156;1996 Coastal Mississippi Habitat Data
157;Conductivity;In Situ/Laboratory Instruments>Profilers/Sounders
158;oceans>ocean Temperature>water Temperature
159;1996-1997 Raw data of CTD in Prydz Bay region of the southern Indian Ocean, CHINARE-13
160;1996-Plot-Transect -Relocation - Roan Mountain Massif Data Management Project
161;GROUND-BASED OBSERVATIONS;In Situ Land-based Platforms
162;1997 Seismic Hazard Assessment, Onondaga County, New York
163;1997-1998 Raw data of CTD in Prydz Bay region of the southern Indian Ocean, CHINARE-14
164;oceans>coastal Processes>coral Reefs>coral Bleaching
165;1998 Animations of Coral Bleaching Hotspots from NOAA/NESDIS
166;1998 Hurricane Mitch Honduras Habitat Data for the Gulf of Fonseca
167;1998 Hurricane Mitch Honduras Habitat Data for the Islas de la Bahia and Northern coastal region.
168;1998-1999 Raw data of CTD in Prydz Bay region of the southern Indian Ocean, CHINARE-15
169;R/V ONNURI;In Situ Ocean-based Platforms
170;1999 Sediment Core, Antarctica
171;1999-2000 Raw data of CTD in Prydz Bay region of the southern Indian Ocean, CHINARE-16
172;solid Earth>rocks/minerals/crystals>bedrock Lithology
173;solid Earth>rocks/minerals/crystals>minerals
174;1:100,000 Bedrock Geology for Ireland
175;VISUAL OBSERVATIONS;In Situ/Laboratory Instruments>Photon/Optical Detectors
176;1:20,000 geological map of Allan Hills
177;1:2000 Map of Antarctic Zhongshan Station in 2002
178;solid Earth>rocks/minerals/crystals>sediments
179;1:25,000 geological mapping of the St Johns Range from the central Wright Valley to the Mackay Glacier and from the Miller Glacier to west of Victoria Valley
180;cryosphere>snow/ice>lake Ice
181;1:250,000 Scale Quadrangles of Land Use/Land Cover GIRAS Spatial Data in the Conterminous U.S.
182;1:50,000 Topographic maps from Japan Antarctic Research Expedition (JARE)
183;TIROS Operational Vertical Sounder;Earth Remote Sensing Instruments>Passive Remote Sensing>Profilers/Sounders
184;land Surface>surface Radiative Properties>reflectance
185;spectral/engineering>visible Wavelengths>visible Radiance
186;spectral/engineering>infrared Wavelengths>infrared Radiance
187;spectral/engineering>infrared Wavelengths>brightness Temperature
188;1KM NOAA AVHRR and TOVS Digital CCT product in SHARP level 2A format
189;atmosphere>clouds>cloud Radiative Transfer>cloud Reflectance
190;land Surface>land Use/land Cover>land Use/land Cover Classification>vegetation Index>normalized Difference Vegetation Index (ndvi)
191;land Surface>land Use/land Cover>land Use/land Cover Classification>vegetation Index
192;land Surface>surface Thermal Properties>land Surface Temperature
193;1KM NOAA AVHRR and TOVS Digital CCT product in SHARP level 2B format
194;2 minute Southcentral Alaska Elevation Grid
195;General Circulation Model;Models/Analyses
196;oceans>sea Ice>ice Temperature
197;2,000-Year Northern Hemisphere Temperature Reconstruction
198;2-km Grid Land Use Data for Japan
199;2.5-min Isostatic Gravity Grid for the United States
200;human Dimensions>sustainability>environmental Sustainability
201;human Dimensions>sustainability>sustainable Development
202;2000 Pilot Environmental Sustainability Index (ESI)
203;R/V YUZHMORGEOLOGIYA;In Situ Ocean-based Platforms
204;2000 Sediment Core, Antarctica
205;Multi Collector Inductively Coupled Plasma Mass Spectrometers;In Situ/Laboratory Instruments>Spectrometers/Radiometers
206;Synchronous Meteorological Satellites;Earth Observation Satellites
207;cryosphere>snow/ice>ice Growth/melt
208;2000+ Year Detailed, Calibrated Climate Reconstruction from a South Pole Ice Core Set in an Antarctic - Global Scale Context
209;2001 Environmental Sustainability Index (ESI)
210;2001 Sediment Core, Antarctica
211;2002 Environmental Sustainability Index (ESI)
212;2002 Sediment Core, Antarctica
213;VOLCANO OBSERVATORY;In Situ Land-based Platforms
214;2002 Volcanic Activity in Alaska and Kamchatka: Summary of Events and Response of the Alaska Volcano Observatory
215;2003 Sediment Core, Antarctica
216;2003 Tropical Cyclones of the World
217;2004 Sediment Core, Antarctica
218;2005 Environmental Sustainability Index (ESI)
219;ACOUSTIC SOUNDERS;Earth Remote Sensing Instruments>Active Remote Sensing>Profilers/Sounders>Acoustic Sounders
220;2005 Hydrographic Survey of South San Francisco Bay, California
221;Water Column Mapping System;In Situ/Laboratory Instruments>Profilers/Sounders>Acoustic Sounders
222;2005 Joint U.S.-Canada Integrated Acoustic and Trawl Survey of Pacific Hake (Merluccius productus) (MF0509)
223;Defense Meteorological Satellite Program;Earth Observation Satellites
224;R/V Nathaniel B. Palmer;In Situ Ocean-based Platforms
225;2005 NBPalmer sulfur data. Surface transect (NZ to Ross Sea) and Ross Sea depth profiles and rates
226;2005 Seismic Data, Antarctica
227;Geostationary Operational Environmental Satellite 12;Earth Observation Satellites
228;atmosphere>clouds>cloud Properties>cloud Top Temperature
229;2005 Significant U.S. Hurricane Strikes Poster
230;2006 Sediment Core, Antarctica
231;2006 Seismic Data, Antarctica
232;Lacoste-Romberg Gravity Meter;In Situ/Laboratory Instruments>Magnetic/Motion Sensors>Gravimeters
233;FIXED OBSERVATION STATIONS;In Situ Land-based Platforms
234;2006 Zhongshan station earth tide data
235;2006 Zhongshan station earth tide data - CNNADC_2006_ZhongshanStation_Antarctica_2006
236;2007 Joint U.S.-Canada Integrated Acoustic and Trawl Survey of Pacific Hake (Merluccius productus) (MF0710)
237;R/V Aurora Australis;In Situ Ocean-based Platforms
238;Transition Region and Coronal Explorer;Solar/Space Observation Satellites
239;2007-08 CEAMARC-CASO VOYAGE TRACE ELEMENT SAMPLING AROUND AN ICEBERG
240;2007-08 V3 CEAMARC-CASO 12kHz Bathymetry
241;ECHO SOUNDERS;Earth Remote Sensing Instruments>Active Remote Sensing>Profilers/Sounders>Acoustic Sounders
242;2007-08 V3 CEAMARC-CASO Bathymetry Plots Over Time During Events
243;oceans>ocean Chemistry>ph
244;2007-08 V3 CEAMARC-CASO Samples for germanium and boron group
245;2007-08 V3 CEAMARC-CASO Underway Oceanographic and Meteorological Data
246;2007-08 Voyage 3 of the Aurora Australis, CEAMARC-CASO Mineralogy Biota Data
247;SEDIMENT CORERS;In Situ/Laboratory Instruments>Corers
248;2008 - Present Ecosystem History of South Florida's Estuaries Database version 2
249;agriculture>agricultural Aquatic Sciences>fisheries
250;2008 Environmental Performance Index (EPI)
251;biosphere>ecosystems>terrestrial Ecosystems
252;2008 South Pole Firn Air Methane Isotopes
253;2009 Joint U.S.-Canada Integrated Acoustic and Trawl Survey of Pacific Hake (Merluccius productus) (MF0903)
254;2010 Environmental Performance Index (EPI)
255;2010 Hydgrographic, chlorophyll and CDOM fluorescence, and optical backscattering data collected using an Acrobat towed profiler
256;biological Classification>protists>plankton
257;biological Classification>protists>diatoms
258;cryosphere>sea Ice>salinity
259;biological Classification>protists>flagellates>dinoflagellates
260;biological Classification>protists>ciliates
261;biological Classification>protists>plankton>phytoplankton
262;2010 Niskin Bottle Data (chlorophyll, nutrients, picoplankton)
263;2010 Sediment Core, Antarctica (K-Polar)
264;2010 Sediment Core, Antarctica (LARISSA)
265;2010/11 VMS - Bathymetric Data Processing
266;TRAWL;In Situ/Laboratory Instruments>Samplers>Trawls/Nets
267;Advanced Composition Explorer (ACE);Solar/Space Observation Satellites
268;2010/11 VMS - Calcareous Zooplankton samples collected on the Aurora Australis
269;Fast Repetition Rate Fluorometer;In Situ/Laboratory Instruments>Chemical Meters/Analyzers
270;2010/11 VMS - Fast Repetition Rate Fluorometer (FRRF) sampling on the Aurora Australis
271;2010/11 VMS Geonomics sampling
272;human Dimensions>population>population Size
273;2011 Christchurch, New Zealand Images
274;2011 Joint U.S.-Canada Integrated Acoustic and Trawl Survey of Pacific Hake (Merluccius productus) (SH1103)
275;2011 Niskin Bottlle Data (chlorophyll, nutrients)
276;Global Positioning System;Earth Remote Sensing Instruments>Passive Remote Sensing>Positioning/Navigation>GPS
277;2011 Toolik Field Station Avian Point Count Data
278;2012 Environmental Performance Index and Pilot Trend Environmental Performance Index
279;2012 Joint U.S.-Canada Integrated Acoustic and Trawl Survey of Pacific Hake (Merluccius productus) and Pacific Sardine (Sardinops sagax) (SH1204)
280;2012 National Anthropogenic Barrier Dataset (NABD)
281;2012 Niskin Bottle Data
282;R/V ARAON;In Situ Ocean-based Platforms
283;2012 Sediment Core, Antarctica
284;2012 Sediment Core, Antarctica (LARISSA)
285;2012-13 Season Voyage Track and Underway Data
286;cryosphere>snow/ice>snow Depth
287;201204_Imnavait_field
288;2013 CTD Data, in Chukchi Borderland/Mendeleev Ridge of Arctic
289;2013 CTD Data, Ross Sea of Antarctic
290;2013 Joint U.S.-Canada Integrated Acoustic and Trawl Survey of Pacific Hake and Pacific Sardine (SaKe 2013) (SH1305)
291;Acoustic Doppler Current Profiler;In Situ/Laboratory Instruments>Profilers/Sounders>Acoustic Sounders
292;2013 LADCP Data, Antarctic
293;2013 LADCP Data, in Chukchi Borderland, Arctic
294;2014 Environmental Performance Index (EPI)
295;IMAGING RADIOMETERS;Earth Remote Sensing Instruments>Passive Remote Sensing>Spectrometers/Radiometers>Imaging Spectrometers/Radiometers
296;METEOSAT;Earth Observation Satellites
297;2300 Meteosat Pictures of the Earth from 1986-1991 on CD-ROM
298;24 arc-second Kenai Peninsula Bororugh Alaska Elevation Grid
299;25m and 100m Digital Elevation Model (DEM) for British Columbia, Canada
300;agriculture>soils>soil Temperature
301;2650-Year Beijing Stalagmite Layer Thickness and Temperature Reconstruction
302;TRMM Precipitation Radar;Earth Remote Sensing Instruments>Active Remote Sensing>Profilers/Sounders>Radar Sounders
303;CLOUDSAT;Earth Observation Satellites
304;Tropical Rainfall Measuring Mission;Earth Observation Satellites
305;2D-CloudSat-TRMM Product
306;cryosphere>sea Ice>sea Ice Age
307;3-D mapping of sea ice draft with an autonomous underwater vehicle
308;3-D Plasma and Energetic Particle Investigation (WIND);Solar/Space Observing Instruments>Particle Detectors
309;GEOTAIL;Solar/Space Observation Satellites
310;Solar and Heliospheric Observatory;Solar/Space Observation Satellites
311;WIND;Solar/Space Observation Satellites
312;3-D Plasma and Energetic Particle Investigation on WIND
313;3-D Reservoir Characterization of the House Creek Oil Field, Powder River Basin, Wyoming, V1.00
314;Imager for Magnetopause -to - Aurora Global Exploration;Earth Observation Satellites
315;Soil Characteristics;Models/Analyses
316;land Surface>topography>terrain Elevation
317;land Surface>geomorphic Landforms/processes>fluvial Landforms>stream
318;land Surface>topography>terrain Elevation>digital Elevation/terrain Model (dem)
319;land Surface>topography>terrain Elevation>contour Maps
320;oceans>coastal Processes>shorelines
321;30 arc-second DEM for Africa
322;30 arc-second DEM for Antarctica
323;30 arc-second DEM for Asia
324;30 arc-second DEM for Europe
325;30 arc-second DEM for North America and Hawaii
326;NOT APPLICABLE;NOT APPLICABLE
327;30 arc-second DEM for South America
328;30 M Resolution Land Cover Map of Manitoba, Canada
329;30 Meter DEM of Yellowstone National Park
330;30 Meter Global Mosaic
331;30 sec GPS ground tracking data
332;340 KYr SW Pacific d18O Data and Mg/Ca-based SST Reconstruction
333;3He exposure dates from Mount Waesche, Marie Byrd Land
334;terrestrial Hydrosphere>surface Water>surface Water Features>wetlands
335;terrestrial Hydrosphere>surface Water>surface Water Processes/measurements>discharge/flow
336;401 Water Quality Certification for Dredging
337;ELECTRON MICROPROBES;In Situ/Laboratory Instruments>Probes
338;45-500 micron iron oxide major and trace element abundance
339;BAROMETERS;In Situ/Laboratory Instruments>Pressure/Height Meters
340;47-Year Time Series of Gridded Monthly Temperature, Precipitation, and Water Budget Variables
341;GROUND STATIONS;In Situ Land-based Platforms
342;5 minute sea level, air temperature and barometric pressure data from a monitoring station near Scott Base since 2001
343;5 minute sea level, air temperature and barometric pressure data from a monitoring station near Scott Base since 2001 - K089_2001_2012_NZ_1
344;5 minute sea level, air temperature and barometric pressure data from a monitoring station near Scott Base since 2001 - K089_2001_2013_NZ_1
345;500,000 Year-old Stable Isotopic Record from Devils Hole, USGS OFR-97-792
346;500m MODIS Vegetation Continuous Field
347;Ozone Monitoring Instrument;Earth Remote Sensing Instruments>Passive Remote Sensing>Spectrometers/Radiometers>Spectrometers
348;CESSNA 320;Aircraft
349;6070509_Eklutna_LIDAR
350;Logistic tractor traverse;In Situ Land-based Platforms
351;7 year oxygen isotope results from samples taken on Antarctic Plateau traverse, 1984
352;700 Year Record of Winter Sodium Concentrations (May June July averages) from Law Dome
353;700 Years of Ice Core Major Ion Chemistry Data from Law Dome, Antarctica
354;8 Kilometer Land Cover Product from the University of Maryland
355;Atomic Absorption Spectrophotometry;Solar/Space Observing Instruments>Particle Detectors
356;A 2000-year record of mercury and ancient civilizations in seal hairs from King George Island, West Antarctica
357;CAMERAS;Earth Remote Sensing Instruments>Passive Remote Sensing>Photon/Optical Detectors>Cameras
358;cryosphere>snow/ice>snow Density
359;A 30-Year Record of Surface Mass Balance (1966-95) and Motion and Surface Altitude (1975-95) at Wolverine Glacier, Alaska
360;Meteorological Measurement System;In Situ/Laboratory Instruments>Recorders/Loggers
361;cryosphere>sea Ice>sea Ice Concentration>ice Fraction
362;oceans>sea Ice>sea Ice Age
363;oceans>sea Ice>sea Ice Concentration
364;A 45-Y Hindcast of Antarctic Surface Mass Balance Using Polar MM5
365;Gas Chromatograph/Mass Spectrometry;In Situ/Laboratory Instruments>Chemical Meters/Analyzers
366;A 50-years record of DDT and HCH in lake sediment in King George Island, Antarctic
367;A bathymetric Digital Elevation Model (DEM) of Brown Bay, Windmill Islands
368;A bathymetric Digital Elevation Model (DEM) of Newcomb Bay, Windmill Islands
369;A bathymetric Digital Elevation Model (DEM) of O'Brien Bay, Windmill Islands
370;A bathymetric Digital Elevation Model (DEM) of the George V and Terre Adelie continental shelf and margin
371;ZODIACS;In Situ Ocean-based Platforms
372;A bathymetric survey of Winston Lagoon
373;A bibliography containing references to the outcomes of the RiSCC project from the Antarctic and subantarctic regions
374;A bibliography containing references to the research support of the RiSCC project from the Antarctic and subantarctic regions
375;Light Detection and Ranging;Earth Remote Sensing Instruments>Active Remote Sensing>Profilers/Sounders>Lidar/Laser Sounders
376;A bibliography detailing references related to Light Detection and Ranging (LIDAR) instruments
377;A bibliography of polar medicine related articles
378;biological Classification>animals/vertebrates>fish
379;biological Classification>animals/invertebrates>arthropods>crustaceans>amphipods
380;A biological reconnaissance of the photoreceptors of invertebrates and fish from the Ross Sea, identifying the micro fauna and flora of Dry Valley lakes and other organism from the Ross Sea region
381;A Biotic Database of Indo-Pacific Marine Mollusks
382;A Biotic Database of Indo-Pacific Marine Mollusks (Southern Ocean Collection)
383;cryosphere>glaciers/ice Sheets>ice Sheets
384;A Broadband Seismic Experiment to Image the Lithosphere Beneath the Gamburtsev Mountains and Surrounding Areas, East Antarctica
385;solid Earth>rocks/minerals/crystals>metals>metals Physical/optical Properties>composition/structure
386;cryosphere>glaciers/ice Sheets>glaciers
387;solid Earth>rocks/minerals/crystals>gas Hydrates>gas Hydrates Physical/optical Properties>stability
388;A broadband seismic experiment to image the lithosphere beneath the Gamburtsev Mountains, East Antarctica.
389;ANEMOMETERS;In Situ/Laboratory Instruments>Current/Wind Meters
390;A Case Study of Hurricane Andrew (August 16-27, 1992)
391;A Case Study of the Illinois Severe Weather Outbreak of April 19, 1996
392;A Case Study of the March 12-15, 1993 Superstorm via World Wide Web
393;biological Classification>animals/invertebrates>arthropods>hexapods>insects
394;A Catalogue of the Insects of South Africa
395;A Climate Change Atlas for 80 Forest Tree Species of the Eastern United States [spatial database], USDA-FS
396;land Surface>erosion/sedimentation>erosion
397;oceans>tides>tidal Height
398;oceans>tides>tidal Range
399;A Coastal Hazards Data Base for the U.S. East Coast, CDIAC NDP-043A
400;A Coastal Hazards Data Base for the U.S. Gulf Coast, CDIAC NDP-043B
401;A collection of lithospheric xenoliths from the Executive Committee Range and Mt Murphy Volcanic Complex in West Antarctica and the McMurdo Volcanic Province in McMurdo Sound
402;A collection of logs and documentation associated with the BROKE voyage of the Aurora Australis in the 1995/1996 season
403;A comparative examination of the origin, structure and metamorphism of the Skelton and Koettlitz Group (basement lithologies) in South Victoria Land, Antarctica.
404;FLUORESCENCE MICROSCOPY;In Situ/Laboratory Instruments>Chemical Meters/Analyzers
405;A comparative study on floral ecology between Malaysia and Antarctica
406;A Comparison of Conjugate Auroral Electojet Indices
407;A comparison of sea-ice thickness measurements made using ship-mounted and airborne electromagnetic induction devices
408;agriculture>soils>phosphorus
409;agriculture>soils>nitrogen
410;agriculture>soils>soil Depth
411;biosphere>vegetation>biomass
412;agriculture>soils>soil Ph
413;A Compilation of Global Soil Microbial Biomass Carbon, Nitrogen, and Phosphorus Data
414;Correlation Spectrometer;Earth Remote Sensing Instruments>Passive Remote Sensing>Spectrometers/Radiometers>Spectrometers
415;AIRCRAFT;Aircraft
416;A Compilation of Sulfur Dioxide and Carbon Dioxide Emission-Rate Data from Mount St. Helens during 1980-88 USGS Open File Report 94-212
417;A Compilation of Sulphur Dioxide and Carbon Dioxide Emission-Rate Data from Cook Inlet Volcanoes, Alaska During the Period from 1990 to 1994
418;A comprehensive geophysical investigation to assess seismic hazards in the coassesment of seismicity in the Wabash Valley
419;RAIN GAUGES;In Situ/Laboratory Instruments>Gauges
420;atmosphere>precipitation>liquid Precipitation>rain
421;atmosphere>precipitation>precipitation Anomalies
422;A Comprehensive Precipitation Data Set for Global Land Areas, CDIAC/TR051
423;atmosphere>atmospheric Pressure>surface Pressure
424;atmosphere>atmospheric Temperature>surface Temperature>air Temperature
425;atmosphere>atmospheric Temperature>surface Temperature
426;atmosphere>atmospheric Pressure>sea Level Pressure
427;atmosphere>altitude>geopotential Height
